0,0.634605816168,2.86720240872,3.2609003752,0.00853710268686,0.0119271429535,-0.0290143671802,-0.05,0.04,1
0.01,0.634696253449,2.86732141688,3.26060983118,0.00861297477426,0.0118744720296,-0.0290945302875,-0.050024809447,0.0400373114648,0.999959558991
0.02,0.634780796602,2.86743831308,3.26031940734,0.00863650139538,0.0115047470165,-0.0289900729228,-0.0500718198808,0.0400844634644,0.999981686219
0.03,0.634863135382,2.86755207736,3.26002951404,0.00870998675556,0.0112480894494,-0.0289886383031,-0.0501042793782,0.0401913706809,1.00000348492
0.04,0.634957843414,2.86766416492,3.25973916206,0.00886552645527,0.0111694013777,-0.0290817087896,-0.0500513167889,0.0401807604174,0.999911290946
0.05,0.635036580895,2.86777403723,3.25944957614,0.00895046284357,0.0108050404051,-0.0288354989988,-0.0500524953616,0.0402187719354,0.99989902147
0.06,0.635134751525,2.8678812736,3.25916151879,0.00884095213905,0.010642210696,-0.0287758372845,-0.0501306785017,0.0403348060456,0.999840668259
0.07,0.635223704129,2.86798678021,3.25887315023,0.00885151691673,0.0104590906834,-0.0288979684921,-0.0501891497491,0.0403735514878,0.999778559237
0.08,0.635305614773,2.86809055742,3.2585838372,0.00907825490648,0.0102963317351,-0.0289646971484,-0.0502395684241,0.0403693402814,0.999770772906
0.09,0.635402682156,2.8681917564,3.25829466974,0.00884355557189,0.00994344538331,-0.0288687790703,-0.0503229505863,0.0403739237109,0.999824563377
0.1,0.635489208182,2.86829025865,3.25800575787,0.0087386316578,0.0097569827501,-0.0289135338658,-0.0502879285793,0.0404545146381,0.999780683976
0.11,0.635579008567,2.8683867932,3.2577175173,0.00884618488785,0.00954990846925,-0.0287345476175,-0.0503820315504,0.0405488796299,0.999729660214
0.12,0.635664698842,2.86848118536,3.25742959454,0.00889067452446,0.00932850583227,-0.0288500259163,-0.0502962275625,0.0405051311161,0.999629774512
0.13,0.635747077959,2.86857278465,3.25714109293,0.00858418662299,0.00899133226593,-0.0288504219492,-0.0503652550276,0.0405439473431,0.999707474075
