%  GPST,,latitude(deg), longitude(deg), height(m),  Q, ns,  sdn(m),  sde(m),  sdu(m), sdne(m), sdeu(m),  sdun(m), age(s), ratio
2020/02/15,03:47:26.80,39.725271457,-105.149251401,1746.3178,5,7,3.4344,1.8311,4.4071,-1.1785,-0.3681,1.0329,0,0
2020/02/15,03:47:27.00,39.725271387,-105.149190417,1746.2952,5,7,3.4344,1.8311,4.407,-1.1785,-0.3676,1.0324,0,0
2020/02/15,03:47:27.20,39.725271153,-105.149129549,1746.2509,5,7,3.4344,1.8311,4.407,-1.1784,-0.3672,1.0319,0,0
2020/02/15,03:47:27.40,39.725271006,-105.149068819,1746.2394,5,7,3.4344,1.8311,4.4069,-1.1784,-0.3668,1.0314,0,0
2020/02/15,03:47:27.60,39.725270598,-105.149008089,1746.216,5,7,3.4344,1.8311,4.4068,-1.1784,-0.3664,1.0309,0,0
2020/02/15,03:47:27.80,39.725270104,-105.14894733,1746.2118,5,7,3.4344,1.8311,4.4068,-1.1784,-0.366,1.0305,0,0
2020/02/15,03:47:28.00,39.725269781,-105.148886582,1746.2052,5,7,3.4343,1.8311,4.4067,-1.1783,-0.3656,1.03,0,0
2020/02/15,03:47:28.20,39.725269526,-105.148825802,1746.2159,5,7,3.4343,1.8311,4.4066,-1.1783,-0.3651,1.0295,0,0
2020/02/15,03:47:28.40,39.725269234,-105.14876509,1746.2365,5,7,3.4343,1.8311,4.4066,-1.1783,-0.3647,1.029,0,0
2020/02/15,03:47:28.60,39.725269166,-105.148704383,1746.2662,5,7,3.4343,1.8311,4.4065,-1.1783,-0.3643,1.0286,0,0
2020/02/15,03:47:28.80,39.725269121,-105.148643621,1746.2914,5,7,3.4343,1.8311,4.4065,-1.1782,-0.3639,1.0281,0,0
2020/02/15,03:47:29.00,39.725269032,-105.1485828,1746.3376,5,7,3.4343,1.8311,4.4064,-1.1782,-0.3635,1.0276,0,0
2020/02/15,03:47:29.20,39.725268894,-105.148521955,1746.3695,5,7,3.4343,1.8311,4.4063,-1.1782,-0.3631,1.0271,0,0
2020/02/15,03:47:29.40,39.725268714,-105.148461076,1746.4129,5,7,3.4342,1.8311,4.4063,-1.1782,-0.3626,1.0266,0,0
2020/02/15,03:47:29.60,39.725268663,-105.148400102,1746.4503,5,7,3.4342,1.831,4.4062,-1.1781,-0.3622,1.0262,0,0
2020/02/15,03:47:29.80,39.725268492,-105.148339143,1746.5067,5,7,3.4342,1.831,4.4061,-1.1781,-0.3618,1.0257,0,0
2020/02/15,03:47:30.00,39.725268586,-105.148278044,1746.5404,5,7,3.4342,1.831,4.4061,-1.1781,-0.3614,1.0252,0,0
2020/02/15,03:47:30.20,39.725268593,-105.148216805,1746.5835,5,7,3.4342,1.831,4.406,-1.1781,-0.361,1.0247,0,0
2020/02/15,03:47:30.40,39.725268583,-105.148155541,1746.6255,5,7,3.4342,1.831,4.406,-1.1781,-0.3605,1.0242,0,0
2020/02/15,03:47:30.60,39.725268803,-105.148094139,1746.682,5,7,3.4342,1.831,4.4059,-1.178,-0.3601,1.0238,0,0
2020/02/15,03:47:30.80,39.725268794,-105.148032543,1746.7339,5,7,3.4341,1.831,4.4058,-1.178,-0.3597,1.0233,0,0
2020/02/15,03:47:31.00,39.725268633,-105.147970832,1746.8102,5,7,3.4341,1.831,4.4058,-1.178,-0.3593,1.0228,0,0
2020/02/15,03:47:31.20,39.725268653,-105.147909178,1746.9039,5,7,3.4341,1.831,4.4057,-1.178,-0.3588,1.0223,0,0
2020/02/15,03:47:31.40,39.725268766,-105.147847301,1746.9919,5,7,3.4341,1.831,4.4056,-1.1779,-0.3584,1.0218,0,0
2020/02/15,03:47:31.60,39.72526877,-105.147785428,1747.0694,5,7,3.4341,1.831,4.4056,-1.1779,-0.358,1.0214,0,0
2020/02/15,03:47:31.80,39.725268732,-105.1477235,1747.1553,5,7,3.4341,1.831,4.4055,-1.1779,-0.3576,1.0209,0,0
2020/02/15,03:47:32.00,39.72526883,-105.147661495,1747.2422,5,7,3.4341,1.831,4.4055,-1.1779,-0.3572,1.0204,0,0
2020/02/15,03:47:32.20,39.725268914,-105.147599423,1747.3425,5,7,3.434,1.831,4.4054,-1.1778,-0.3567,1.0199,0,0
2020/02/15,03:47:32.40,39.725268884,-105.147537119,1747.4478,5,7,3.434,1.8309,4.4053,-1.1778,-0.3563,1.0194,0,0
2020/02/15,03:47:32.60,39.725269174,-105.147474953,1747.5511,5,7,3.434,1.8309,4.4053,-1.1778,-0.3559,1.0189,0,0
2020/02/15,03:47:32.80,39.725269481,-105.147412731,1747.6481,5,7,3.434,1.8309,4.4052,-1.1778,-0.3554,1.0185,0,0
2020/02/15,03:47:33.00,39.72526938,-105.147350212,1747.7629,5,7,3.434,1.8309,4.4052,-1.1777,-0.355,1.018,0,0
2020/02/15,03:47:33.20,39.725269413,-105.147287713,1747.8742,5,7,3.434,1.8309,4.4051,-1.1777,-0.3546,1.0175,0,0
2020/02/15,03:47:33.40,39.725269578,-105.147225033,1748.0071,5,7,3.434,1.8309,4.405,-1.1777,-0.3542,1.017,0,0
2020/02/15,03:47:33.60,39.725269751,-105.147162345,1748.1316,5,7,3.4339,1.8309,4.405,-1.1777,-0.3537,1.0165,0,0
2020/02/15,03:47:33.80,39.725270094,-105.147099629,1748.2596,5,7,3.4339,1.8309,4.4049,-1.1776,-0.3533,1.016,0,0
2020/02/15,03:47:34.00,39.725270223,-105.147036886,1748.3769,5,7,3.4339,1.8309,4.4048,-1.1776,-0.3529,1.0156,0,0
2020/02/15,03:47:34.20,39.72527027,-105.146973938,1748.4987,5,7,3.4339,1.8309,4.4048,-1.1776,-0.3524,1.0151,0,0
2020/02/15,03:47:34.40,39.725270393,-105.146911015,1748.6206,5,7,3.4339,1.8309,4.4047,-1.1776,-0.352,1.0146,0,0
2020/02/15,03:47:34.60,39.725270587,-105.146847986,1748.7512,5,7,3.4339,1.8309,4.4047,-1.1775,-0.3516,1.0141,0,0
2020/02/15,03:47:34.80,39.725270734,-105.146784839,1748.8605,5,7,3.4339,1.8309,4.4046,-1.1775,-0.3512,1.0136,0,0
2020/02/15,03:47:35.00,39.725270752,-105.146721673,1748.9894,5,7,3.4338,1.8309,4.4045,-1.1775,-0.3507,1.0131,0,0
2020/02/15,03:47:35.20,39.725270741,-105.146658434,1749.1109,5,7,3.4338,1.8308,4.4045,-1.1775,-0.3503,1.0126,0,0
2020/02/15,03:47:35.40,39.725270872,-105.146595085,1749.2589,5,7,3.4338,1.8308,4.4044,-1.1774,-0.3499,1.0122,0,0
2020/02/15,03:47:35.60,39.725270881,-105.146531678,1749.3889,5,7,3.4338,1.8308,4.4044,-1.1774,-0.3494,1.0117,0,0
2020/02/15,03:47:35.80,39.72527095,-105.146468051,1749.5161,5,7,3.4338,1.8308,4.4043,-1.1774,-0.349,1.0112,0,0
2020/02/15,03:47:36.00,39.725270962,-105.146404424,1749.6463,5,7,3.4338,1.8308,4.4042,-1.1774,-0.3486,1.0107,0,0
2020/02/15,03:47:36.20,39.72527085,-105.146340753,1749.7653,5,7,3.4338,1.8308,4.4042,-1.1773,-0.3481,1.0102,0,0
2020/02/15,03:47:36.40,39.725270822,-105.14627702,1749.9055,5,7,3.4337,1.8308,4.4041,-1.1773,-0.3477,1.0097,0,0
2020/02/15,03:47:36.60,39.725270823,-105.146213278,1750.0202,5,7,3.4337,1.8308,4.404,-1.1773,-0.3473,1.0092,0,0
2020/02/15,03:47:36.80,39.725270873,-105.146149504,1750.1377,5,7,3.4337,1.8308,4.404,-1.1773,-0.3468,1.0088,0,0
2020/02/15,03:47:37.00,39.725270914,-105.146085707,1750.265,5,7,3.4337,1.8308,4.4039,-1.1772,-0.3464,1.0083,0,0
2020/02/15,03:47:37.20,39.725270761,-105.146022062,1750.3775,5,7,3.4337,1.8308,4.4039,-1.1772,-0.3459,1.0078,0,0
2020/02/15,03:47:37.40,39.725270746,-105.145958318,1750.5073,5,7,3.4337,1.8308,4.4038,-1.1772,-0.3455,1.0073,0,0
2020/02/15,03:47:37.60,39.725270612,-105.145894648,1750.632,5,7,3.4337,1.8308,4.4037,-1.1772,-0.3451,1.0068,0,0
2020/02/15,03:47:37.80,39.725270514,-105.145830944,1750.755,5,7,3.4336,1.8308,4.4037,-1.1771,-0.3446,1.0063,0,0
2020/02/15,03:47:38.00,39.72527039,-105.145767111,1750.874,5,7,3.4336,1.8307,4.4036,-1.1771,-0.3442,1.0058,0,0
2020/02/15,03:47:38.20,39.72527024,-105.145703356,1750.9951,5,7,3.4336,1.8307,4.4036,-1.1771,-0.3437,1.0053,0,0
2020/02/15,03:47:38.40,39.725270235,-105.14563961,1751.1256,5,7,3.4336,1.8307,4.4035,-1.1771,-0.3433,1.0048,0,0
2020/02/15,03:47:38.60,39.725270082,-105.145575921,1751.2435,5,7,3.4336,1.8307,4.4034,-1.1771,-0.3429,1.0044,0,0
2020/02/15,03:47:38.80,39.725270236,-105.145512224,1751.3473,5,7,3.4336,1.8307,4.4034,-1.177,-0.3424,1.0039,0,0
2020/02/15,03:47:39.00,39.72527029,-105.145448556,1751.4515,5,7,3.4336,1.8307,4.4033,-1.177,-0.342,1.0034,0,0
2020/02/15,03:47:39.20,39.725270435,-105.145384839,1751.5542,5,7,3.4336,1.8307,4.4033,-1.177,-0.3415,1.0029,0,0
2020/02/15,03:47:39.40,39.725270481,-105.145321108,1751.657,5,7,3.4335,1.8307,4.4032,-1.177,-0.3411,1.0024,0,0
2020/02/15,03:47:39.60,39.725270436,-105.145257338,1751.7646,5,7,3.4335,1.8307,4.4031,-1.1769,-0.3407,1.0019,0,0
2020/02/15,03:47:39.80,39.725270525,-105.145193603,1751.8527,5,7,3.4335,1.8307,4.4031,-1.1769,-0.3402,1.0014,0,0
2020/02/15,03:47:40.00,39.725270555,-105.145129802,1751.9579,5,7,3.4335,1.8307,4.403,-1.1769,-0.3398,1.0009,0,0
2020/02/15,03:47:40.20,39.725270528,-105.145065892,1752.0393,5,7,3.4335,1.8307,4.4029,-1.1769,-0.3393,1.0004,0,0
2020/02/15,03:47:40.40,39.725270464,-105.145001949,1752.1162,5,7,3.4335,1.8307,4.4029,-1.1768,-0.3389,0.9999,0,0
2020/02/15,03:47:40.60,39.725270513,-105.144938057,1752.1861,5,7,3.4335,1.8307,4.4028,-1.1768,-0.3384,0.9995,0,0
2020/02/15,03:47:40.80,39.725270714,-105.144874139,1752.2663,5,7,3.4334,1.8307,4.4028,-1.1768,-0.338,0.999,0,0
2020/02/15,03:47:41.00,39.725270689,-105.144810097,1752.3369,5,7,3.4334,1.8306,4.4027,-1.1768,-0.3375,0.9985,0,0
2020/02/15,03:47:41.20,39.725270809,-105.144745991,1752.4107,5,7,3.4334,1.8306,4.4026,-1.1767,-0.3371,0.998,0,0
2020/02/15,03:47:41.40,39.725270973,-105.144681922,1752.4951,5,7,3.4334,1.8306,4.4026,-1.1767,-0.3366,0.9975,0,0
2020/02/15,03:47:41.60,39.725270873,-105.144617694,1752.573,5,7,3.4334,1.8306,4.4025,-1.1767,-0.3362,0.997,0,0
2020/02/15,03:47:41.80,39.725270952,-105.144553363,1752.6603,5,7,3.4334,1.8306,4.4025,-1.1767,-0.3357,0.9965,0,0
2020/02/15,03:47:42.00,39.725271213,-105.144489068,1752.7149,5,7,3.4334,1.8306,4.4024,-1.1766,-0.3353,0.996,0,0
2020/02/15,03:47:42.20,39.725271413,-105.144424731,1752.7669,5,7,3.4333,1.8306,4.4023,-1.1766,-0.3348,0.9955,0,0
2020/02/15,03:47:42.40,39.725271453,-105.144360337,1752.8339,5,7,3.4333,1.8306,4.4023,-1.1766,-0.3344,0.995,0,0
2020/02/15,03:47:42.60,39.725271505,-105.14429583,1752.8794,5,7,3.4333,1.8306,4.4022,-1.1766,-0.3339,0.9945,0,0
2020/02/15,03:47:42.80,39.725271765,-105.144231243,1752.9151,5,7,3.4333,1.8306,4.4022,-1.1765,-0.3335,0.994,0,0
2020/02/15,03:47:43.00,39.725271841,-105.144166677,1752.945,5,7,3.4333,1.8306,4.4021,-1.1765,-0.333,0.9935,0,0
2020/02/15,03:47:43.20,39.725272097,-105.144101902,1752.9423,5,7,3.4333,1.8306,4.402,-1.1765,-0.3326,0.993,0,0
2020/02/15,03:47:43.40,39.72527228,-105.144037194,1752.9449,5,7,3.4333,1.8306,4.402,-1.1765,-0.3321,0.9926,0,0
2020/02/15,03:47:43.60,39.725272525,-105.143972365,1752.9368,5,7,3.4332,1.8306,4.4019,-1.1765,-0.3317,0.9921,0,0
2020/02/15,03:47:43.80,39.725272895,-105.143907498,1752.9424,5,7,3.4332,1.8305,4.4019,-1.1764,-0.3312,0.9916,0,0
2020/02/15,03:47:44.00,39.725273183,-105.143842539,1752.9468,5,7,3.4332,1.8305,4.4018,-1.1764,-0.3308,0.9911,0,0
2020/02/15,03:47:44.20,39.725273338,-105.14377751,1752.9339,5,7,3.4332,1.8305,4.4017,-1.1764,-0.3303,0.9906,0,0
2020/02/15,03:47:44.40,39.725273631,-105.143712648,1752.9226,5,7,3.4332,1.8305,4.4017,-1.1764,-0.3298,0.9901,0,0
2020/02/15,03:47:44.60,39.725273869,-105.143647847,1752.9028,5,7,3.4332,1.8305,4.4016,-1.1763,-0.3294,0.9896,0,0
2020/02/15,03:47:44.80,39.725274213,-105.14358314,1752.8944,5,7,3.4332,1.8305,4.4015,-1.1763,-0.3289,0.9891,0,0
2020/02/15,03:47:45.00,39.725274491,-105.143518514,1752.8852,5,7,3.4332,1.8305,4.4015,-1.1763,-0.3285,0.9886,0,0
2020/02/15,03:47:45.20,39.725274802,-105.143454242,1752.8503,5,7,3.4331,1.8305,4.4014,-1.1763,-0.328,0.9881,0,0
2020/02/15,03:47:45.40,39.725275213,-105.143390048,1752.8088,5,7,3.4331,1.8305,4.4014,-1.1762,-0.3275,0.9876,0,0
2020/02/15,03:47:45.60,39.725275565,-105.143326095,1752.7727,5,7,3.4331,1.8305,4.4013,-1.1762,-0.3271,0.9871,0,0
2020/02/15,03:47:45.80,39.725275795,-105.143262178,1752.7588,5,7,3.4331,1.8305,4.4012,-1.1762,-0.3266,0.9866,0,0
2020/02/15,03:47:46.00,39.725275953,-105.143198311,1752.7325,5,7,3.4331,1.8305,4.4012,-1.1762,-0.3262,0.9861,0,0
2020/02/15,03:47:46.20,39.725275952,-105.143134595,1752.7038,5,7,3.4331,1.8305,4.4011,-1.1761,-0.3257,0.9856,0,0
2020/02/15,03:47:46.40,39.725275958,-105.143071028,1752.6417,5,7,3.4331,1.8305,4.4011,-1.1761,-0.3252,0.9851,0,0
2020/02/15,03:47:46.60,39.725275988,-105.143007616,1752.5777,5,7,3.433,1.8305,4.401,-1.1761,-0.3248,0.9846,0,0
2020/02/15,03:47:46.80,39.725275622,-105.142944304,1752.5097,5,7,3.433,1.8304,4.4009,-1.1761,-0.3243,0.9841,0,0
2020/02/15,03:47:47.00,39.725275466,-105.14288114,1752.429,5,7,3.433,1.8304,4.4009,-1.176,-0.3238,0.9836,0,0
2020/02/15,03:47:47.20,39.725275138,-105.142818,1752.356,5,7,3.433,1.8304,4.4008,-1.176,-0.3234,0.9831,0,0
2020/02/15,03:47:47.40,39.725274877,-105.142754854,1752.2826,5,7,3.433,1.8304,4.4008,-1.176,-0.3229,0.9826,0,0
2020/02/15,03:47:47.60,39.725274568,-105.142691847,1752.1978,5,7,3.433,1.8304,4.4007,-1.176,-0.3224,0.9821,0,0
2020/02/15,03:47:47.80,39.72527432,-105.142628962,1752.1342,5,7,3.433,1.8304,4.4006,-1.176,-0.322,0.9816,0,0
2020/02/15,03:47:48.00,39.725273948,-105.142566006,1752.0389,5,7,3.4329,1.8304,4.4006,-1.1759,-0.3215,0.9811,0,0
2020/02/15,03:47:48.20,39.72527358,-105.142503022,1751.958,5,7,3.4329,1.8304,4.4005,-1.1759,-0.321,0.9806,0,0
2020/02/15,03:47:48.40,39.725273183,-105.142440103,1751.8685,5,7,3.4329,1.8304,4.4005,-1.1759,-0.3206,0.9801,0,0
2020/02/15,03:47:48.60,39.72527289,-105.142377208,1751.7828,5,7,3.4329,1.8304,4.4004,-1.1759,-0.3201,0.9796,0,0
2020/02/15,03:47:48.80,39.725272666,-105.142314233,1751.6913,5,7,3.4329,1.8304,4.4003,-1.1758,-0.3196,0.9791,0,0
2020/02/15,03:47:49.00,39.725272227,-105.142251274,1751.5945,5,7,3.4329,1.8304,4.4003,-1.1758,-0.3192,0.9786,0,0
2020/02/15,03:47:49.20,39.725271927,-105.142188178,1751.5152,5,7,3.4329,1.8304,4.4002,-1.1758,-0.3187,0.9781,0,0
2020/02/15,03:47:49.40,39.72527165,-105.142125115,1751.4067,5,7,3.4329,1.8304,4.4002,-1.1758,-0.3182,0.9776,0,0
2020/02/15,03:47:49.60,39.725271427,-105.142061967,1751.3128,5,7,3.4328,1.8303,4.4001,-1.1757,-0.3177,0.9771,0,0
2020/02/15,03:47:49.80,39.725271021,-105.141998622,1751.2089,5,7,3.4328,1.8303,4.4,-1.1757,-0.3173,0.9766,0,0
2020/02/15,03:47:50.00,39.725270699,-105.141935133,1751.0993,5,7,3.4328,1.8303,4.4,-1.1757,-0.3168,0.9761,0,0
2020/02/15,03:47:50.20,39.725270392,-105.141871566,1750.9919,5,7,3.4328,1.8303,4.3999,-1.1757,-0.3163,0.9756,0,0
2020/02/15,03:47:50.40,39.725270165,-105.141807937,1750.8705,5,7,3.4328,1.8303,4.3999,-1.1756,-0.3158,0.9751,0,0
2020/02/15,03:47:50.60,39.725269925,-105.14174412,1750.7215,5,7,3.4328,1.8303,4.3998,-1.1756,-0.3154,0.9746,0,0
2020/02/15,03:47:50.80,39.72526966,-105.141680226,1750.5638,5,7,3.4328,1.8303,4.3997,-1.1756,-0.3149,0.9741,0,0
2020/02/15,03:47:51.00,39.725269264,-105.141616098,1750.4529,5,7,3.4327,1.8303,4.3997,-1.1756,-0.3144,0.9736,0,0
2020/02/15,03:47:51.20,39.725269058,-105.141551802,1750.3052,5,7,3.4327,1.8303,4.3996,-1.1756,-0.3139,0.9731,0,0
2020/02/15,03:47:51.40,39.725268703,-105.141487394,1750.1524,5,7,3.4327,1.8303,4.3996,-1.1755,-0.3134,0.9726,0,0
2020/02/15,03:47:51.60,39.725268666,-105.141422892,1749.9988,5,7,3.4327,1.8303,4.3995,-1.1755,-0.313,0.9721,0,0
2020/02/15,03:47:51.80,39.725268633,-105.141358199,1749.8445,5,7,3.4327,1.8303,4.3994,-1.1755,-0.3125,0.9716,0,0
2020/02/15,03:47:52.00,39.725268502,-105.141293299,1749.6952,5,7,3.4327,1.8303,4.3994,-1.1755,-0.312,0.9711,0,0
2020/02/15,03:47:52.20,39.725268352,-105.141228262,1749.5489,5,7,3.4327,1.8303,4.3993,-1.1754,-0.3115,0.9706,0,0
2020/02/15,03:47:52.40,39.725268299,-105.141163054,1749.3768,5,7,3.4327,1.8303,4.3993,-1.1754,-0.311,0.9701,0,0
2020/02/15,03:47:52.60,39.725268419,-105.141097809,1749.2093,5,7,3.4326,1.8302,4.3992,-1.1754,-0.3105,0.9696,0,0
2020/02/15,03:47:52.80,39.725268266,-105.141032299,1749.0724,5,7,3.4326,1.8302,4.3991,-1.1754,-0.3101,0.9691,0,0
2020/02/15,03:47:53.00,39.725268309,-105.140966867,1748.9184,5,7,3.4326,1.8302,4.3991,-1.1753,-0.3096,0.9686,0,0
2020/02/15,03:47:53.20,39.725268334,-105.140901295,1748.7843,5,7,3.4326,1.8302,4.399,-1.1753,-0.3091,0.9681,0,0
2020/02/15,03:47:53.40,39.725268375,-105.140835816,1748.6364,5,7,3.4326,1.8302,4.399,-1.1753,-0.3086,0.9675,0,0
2020/02/15,03:47:53.60,39.725268575,-105.140770457,1748.4754,5,7,3.4326,1.8302,4.3989,-1.1753,-0.3081,0.967,0,0
2020/02/15,03:47:53.80,39.725268627,-105.140704976,1748.3181,5,7,3.4326,1.8302,4.3988,-1.1752,-0.3076,0.9665,0,0
2020/02/15,03:47:54.00,39.725268781,-105.140639507,1748.1687,5,7,3.4325,1.8302,4.3988,-1.1752,-0.3071,0.966,0,0
2020/02/15,03:47:54.20,39.725268925,-105.140574066,1748.0096,5,7,3.4325,1.8302,4.3987,-1.1752,-0.3066,0.9655,0,0
2020/02/15,03:47:54.40,39.725269231,-105.140508622,1747.8362,5,7,3.4325,1.8302,4.3987,-1.1752,-0.3062,0.965,0,0
2020/02/15,03:47:54.60,39.725269552,-105.140443309,1747.6641,5,7,3.4325,1.8302,4.3986,-1.1752,-0.3057,0.9645,0,0
2020/02/15,03:47:54.80,39.725269809,-105.14037793,1747.4952,5,7,3.4325,1.8302,4.3985,-1.1751,-0.3052,0.964,0,0
2020/02/15,03:47:55.00,39.725270254,-105.140312661,1747.3276,5,7,3.4325,1.8302,4.3985,-1.1751,-0.3047,0.9635,0,0
2020/02/15,03:47:55.20,39.725270729,-105.140247364,1747.1484,5,7,3.4325,1.8302,4.3984,-1.1751,-0.3042,0.963,0,0
2020/02/15,03:47:55.40,39.725271199,-105.140182151,1747.0015,5,7,3.4325,1.8302,4.3984,-1.1751,-0.3037,0.9625,0,0
2020/02/15,03:47:55.60,39.725271536,-105.140116918,1746.868,5,7,3.4324,1.8301,4.3983,-1.175,-0.3032,0.962,0,0
2020/02/15,03:47:55.80,39.725271828,-105.140051543,1746.7552,5,7,3.4324,1.8301,4.3983,-1.175,-0.3027,0.9615,0,0
2020/02/15,03:47:56.00,39.725272371,-105.139986429,1746.6082,5,7,3.4324,1.8301,4.3982,-1.175,-0.3022,0.961,0,0
2020/02/15,03:47:56.20,39.725272829,-105.139921088,1746.48,5,7,3.4324,1.8301,4.3981,-1.175,-0.3017,0.9604,0,0
2020/02/15,03:47:56.40,39.725273403,-105.139856005,1746.3337,5,7,3.4324,1.8301,4.3981,-1.1749,-0.3012,0.9599,0,0
2020/02/15,03:47:56.60,39.725274028,-105.139790903,1746.1569,5,7,3.4324,1.8301,4.398,-1.1749,-0.3007,0.9594,0,0
2020/02/15,03:47:56.80,39.725274572,-105.139725763,1746.0228,5,7,3.4324,1.8301,4.398,-1.1749,-0.3002,0.9589,0,0
2020/02/15,03:47:57.00,39.72527516,-105.139660703,1745.8872,5,7,3.4324,1.8301,4.3979,-1.1749,-0.2997,0.9584,0,0
2020/02/15,03:47:57.20,39.725275681,-105.139595668,1745.7513,5,7,3.4323,1.8301,4.3978,-1.1748,-0.2992,0.9579,0,0
2020/02/15,03:47:57.40,39.725276171,-105.139530615,1745.6245,5,7,3.4323,1.8301,4.3978,-1.1748,-0.2987,0.9574,0,0
2020/02/15,03:47:57.60,39.725276662,-105.139465666,1745.5137,5,7,3.4323,1.8301,4.3977,-1.1748,-0.2982,0.9569,0,0
2020/02/15,03:47:57.80,39.725277161,-105.139400743,1745.428,5,7,3.4323,1.8301,4.3977,-1.1748,-0.2977,0.9564,0,0
2020/02/15,03:47:58.00,39.725277415,-105.139335921,1745.3083,5,7,3.4323,1.8301,4.3976,-1.1748,-0.2972,0.9558,0,0
2020/02/15,03:47:58.20,39.725277798,-105.1392711,1745.2131,5,7,3.4323,1.8301,4.3975,-1.1747,-0.2967,0.9553,0,0
2020/02/15,03:47:58.40,39.725278168,-105.139206419,1745.1278,5,7,3.4323,1.8301,4.3975,-1.1747,-0.2962,0.9548,0,0
2020/02/15,03:47:58.60,39.725278457,-105.139141626,1745.0203,5,7,3.4322,1.83,4.3974,-1.1747,-0.2957,0.9543,0,0
2020/02/15,03:47:58.80,39.72527854,-105.139077052,1744.9007,5,7,3.4322,1.83,4.3974,-1.1747,-0.2952,0.9538,0,0
2020/02/15,03:47:59.00,39.725278552,-105.139012498,1744.7881,5,7,3.4322,1.83,4.3973,-1.1746,-0.2947,0.9533,0,0
2020/02/15,03:47:59.20,39.725278663,-105.138947882,1744.6683,5,7,3.4322,1.83,4.3972,-1.1746,-0.2942,0.9528,0,0
2020/02/15,03:47:59.40,39.725278801,-105.138883475,1744.5405,5,7,3.4322,1.83,4.3972,-1.1746,-0.2936,0.9523,0,0
2020/02/15,03:47:59.60,39.725278776,-105.138818981,1744.4205,5,7,3.4322,1.83,4.3971,-1.1746,-0.2931,0.9517,0,0
2020/02/15,03:47:59.80,39.725278738,-105.138754381,1744.2957,5,7,3.4322,1.83,4.3971,-1.1745,-0.2926,0.9512,0,0
2020/02/15,03:48:00.00,39.72527897,-105.138690037,1744.1616,5,7,3.4322,1.83,4.397,-1.1745,-0.2921,0.9507,0,0
2020/02/15,03:48:00.20,39.72527903,-105.138625443,1744.0296,5,7,3.4321,1.83,4.3969,-1.1745,-0.2916,0.9502,0,0
2020/02/15,03:48:00.40,39.725279263,-105.138560973,1743.8824,5,7,3.4321,1.83,4.3969,-1.1745,-0.2911,0.9497,0,0
2020/02/15,03:48:00.60,39.725279471,-105.138496459,1743.7674,5,7,3.4321,1.83,4.3968,-1.1745,-0.2906,0.9492,0,0
2020/02/15,03:48:00.80,39.725279637,-105.13843182,1743.632,5,7,3.4321,1.83,4.3968,-1.1744,-0.29,0.9487,0,0
2020/02/15,03:48:01.00,39.725279849,-105.138367285,1743.4964,5,7,3.4321,1.83,4.3967,-1.1744,-0.2895,0.9481,0,0
2020/02/15,03:48:01.20,39.725279948,-105.138302646,1743.3738,5,7,3.4321,1.83,4.3967,-1.1744,-0.289,0.9476,0,0
2020/02/15,03:48:01.40,39.725280031,-105.138237985,1743.2553,5,7,3.4321,1.83,4.3966,-1.1744,-0.2885,0.9471,0,0
2020/02/15,03:48:01.60,39.725280326,-105.138173405,1743.1223,5,7,3.4321,1.8299,4.3965,-1.1743,-0.288,0.9466,0,0
2020/02/15,03:48:01.80,39.72528046,-105.138108687,1743.0038,5,7,3.432,1.8299,4.3965,-1.1743,-0.2874,0.9461,0,0
2020/02/15,03:48:02.00,39.725280579,-105.13804403,1742.8886,5,7,3.432,1.8299,4.3964,-1.1743,-0.2869,0.9456,0,0
2020/02/15,03:48:02.20,39.725280625,-105.13797947,1742.7756,5,7,3.432,1.8299,4.3964,-1.1743,-0.2864,0.9451,0,0
2020/02/15,03:48:02.40,39.725280639,-105.137914757,1742.6408,5,7,3.432,1.8299,4.3963,-1.1743,-0.2859,0.9445,0,0
2020/02/15,03:48:02.60,39.725280635,-105.137850075,1742.5264,5,7,3.432,1.8299,4.3962,-1.1742,-0.2854,0.944,0,0
2020/02/15,03:48:02.80,39.725280777,-105.137785414,1742.3931,5,7,3.432,1.8299,4.3962,-1.1742,-0.2848,0.9435,0,0
2020/02/15,03:48:03.00,39.725280761,-105.137720676,1742.2634,5,7,3.432,1.8299,4.3961,-1.1742,-0.2843,0.943,0,0
2020/02/15,03:48:03.20,39.725280783,-105.137655942,1742.1366,5,7,3.432,1.8299,4.3961,-1.1742,-0.2838,0.9425,0,0
2020/02/15,03:48:03.40,39.725281049,-105.137591163,1742.0016,5,7,3.4319,1.8299,4.396,-1.1741,-0.2832,0.9419,0,0
2020/02/15,03:48:03.60,39.7252809,-105.137526304,1741.8731,5,7,3.4319,1.8299,4.3959,-1.1741,-0.2827,0.9414,0,0
2020/02/15,03:48:03.80,39.725280877,-105.137461492,1741.741,5,7,3.4319,1.8299,4.3959,-1.1741,-0.2822,0.9409,0,0
2020/02/15,03:48:04.00,39.725280898,-105.137396662,1741.6242,5,7,3.4319,1.8299,4.3958,-1.1741,-0.2817,0.9404,0,0
2020/02/15,03:48:04.20,39.725280896,-105.137331844,1741.4852,5,7,3.4319,1.8299,4.3958,-1.174,-0.2811,0.9399,0,0
2020/02/15,03:48:04.40,39.725280946,-105.137267025,1741.3537,5,7,3.4319,1.8299,4.3957,-1.174,-0.2806,0.9394,0,0
2020/02/15,03:48:04.60,39.725281056,-105.137202295,1741.2468,5,7,3.4319,1.8298,4.3957,-1.174,-0.2801,0.9388,0,0
